"['question', 'detail', 'whem', 'ask', 'special', 'know']",more detailed;detailed questions;,whem asked;we had;detailed questions;questions ask;we knew;specials were;
"['lunch', 'dine', 'great', 'dinner', 'consist', 'place']",consistently great;great place;,this is;great place;
"['desert', 'good', 'servic', 'atmospher', 'pleasant', 'nice']",nice atmosphere;very pleasant;,nice atmosphere;service was;desert was;
"['go', 'bring', 'peopl', 'friend', 'back']",i bring;there go;,people go;that bring;i bring;friends bring;
"['realli', 'dinner', 'bar', 'enjoy', 'sit', 'tabl']",really enjoying;had dinner;,ourselves enjoying;we sat;dinner had;
"['chill', 'servic', 'fabul', 'food', 'atmospher', 'fantast', 'environ']",fabulous service;fantastic food;,fabulous service;fantastic food;chilled atmosphere;
"['want', 'hear']",,not wanted;what hear;i wanted;
"['appet', 'tri', 'lasagnett']",,appetizer try;
"['tri', 'worth', 'pricey', 'least']",,
"['next', 'odd', 'end', 'peopl', 'usual', 'pretti', 'sit', 'time']",few times;usually end;pretty odd;odd people;,i been;few times;i end;odd people;
"['select', 'like', 'beer']",,i liked;selection liked;
"['good', 'great', 'menu', 'servic', 'set', 'food', 'unpretensi', 'size']",great food;good size;great service;unpretensious setting;,great food;good size;great service;unpretensious setting;
"['dinner', 'experi', 'wow', 'din', 'go', 'romant']",romantic dinner;wow dining;dining experience;,romantic dinner;not for;out experience;
"['back', 'wait', 'go']",n't wait;,n't wait;
"['tast', 'yet', 'eat', 'bud', 'satisfi', 'ny', 'dosa', 'grow', 'place', 'find']",eating dosa;,i grew;dosa eating;place find;buds satisfy;
"['wine', 'fill', 'good', 'glass', 'gener', 'list', 'top', 'select']",wine list;generously filled;,selection is;
"['eat', 'get', 'bore', 'great', 'menu', 'often', 'varieti', 'never']",great variety;i eat;here often;never get;,great variety;i eat;never get;
"['menu', 'count', 'entre', 'think', 'limit']",very limited;,menu is;i think;we counted;entrees counted;
"['leav', 'hungri', 'come', 'satisfi', 'carnivor', 'ever']",more satisfied;ever been;,you are;you leave;you been;
"['menu', 'almost', 'excel', 'limit', 'dish']",,menu is;all are;
"['sake', 'martini', 'crazi']",not too;too crazy;,not crazy;
"['bagel', 'good', 'great', 'hang', 'spread', 'place']",great bagels;good place;,great bagels;good place;
"['servic', 'vari', 'day', 'nice', 'sometim']",very nice;sometimes not;,they 're;
"['jazz', 'duo', 'point', 'whoever']",,duo was;they were;
"['thing', 'tabl', 'rush', 'pressur', 'ot', 'felt', 'guest', 'never', 'like', 'incom', 'one', 'give', 'place']",never felt;table ot;ot incoming;,thing is;i liked;i felt;never felt;table give;incoming guests;guests give;
"['great', 'bargain', 'place']",great bargain;,place is;great bargain;
"['upon', 'accid', 'result', 'pleas', 'pure', 'happen', 'place']",,we happened;
"['unfortun', 'everyth', 'food', 'pit', 'els', 'outstand', 'restaur']",,food is;everything is;
"['open', 'also', 'ill', 'guess', 'recimmend', 'two', 'deff', 'bukhara', 'new', 'locat', 'tri']",deff recimmend;recimmend bukhara;also have;new locations;,deff recimmend;bukhara recimmend;they opened;new locations;locations guess;them try;
"['delici', 'leav', 'satisfi', 'feel', 'meal', 'alway']",always have;delicious meal;always leave;,we have;delicious meal;meal have;
"['eat', 'swirl', 'chopstick', 'around', 'dip', 'ingredi']",,ingredients dip;them swirl;
"['first', 'garden', 'terrac', 'enjoy', 'go']",first went;,terrace enjoy;
"['do', 'dri', 'well', 'husband', 'perfect']",well done;,husbands was;my done;
"['everyon', 'will', 'help', 'speak', 'super', 'mile', 'extra', 'custom', 'friendli']",super friendly;extra mile;,everyone is;i spoken;extra mile;
"['pizza', 'pretti', 'good', 'huge']",pretty good;,pizza was;
"['sapphir', 'indian', 'nyc', 'go', 'restaur']",only indian;indian restaurant;,sapphire is;only restaurant;indian restaurant;i go;i 'm;
"['taipei', 'cuisin', 'gather', 'though', 'differ', 'taiwanes', 'accustom', 'authent']",authentic taiwanese;very different;,cuisine is;what gathered;i gathered;authentic taiwanese;i accustomed;
"['heartili', 'recommend']",heartily recommend;,i recommend;
"['far', 'catch', 'friend', 'make', 'heartland', 'breweri', 'nyc', 'new', 'one', 'old', 'place', 'best']",best places;new friends;old ones;,brewery is;far one;best places;new friends;friends make;old ones;
"['review', 'crowd', 'hesitit', 'great', 'write', 'becom', 'hate', 'atmospher', 'almost', 'would']",so great;too become;,i hesititate;review write;atmosphere was;i hate;it become;
"['accur', 'weekend', 'crowd', 'effici', 'servic', 'often']",often crowded;,they crowded;they are;
"['co', 'amaz', 'small', 'worker', 'dish']",,workers were;dish was;
"['magnific', 'unherald', 'servic', 'atmospher', 'food', 'impec']",service impecible;,atmosphere unheralded;service impecible;
"['eat', 'grill', 'bone', 'difficult', 'special', 'infus', 'branzino', 'order']",grilled branzino;so infused;,we ordered;special branzino;grilled branzino;branzino ordered;that infused;it was;
"['get', 'better', 'staff', 'food', 'wait', 'friendli']",wait staff;,wait staff;staff is;food gotten;
"['month', 'biggest', 'perhap', 'secret', 'place', 'old', 'queen']",few months;months old;biggest secret;,place is;which is;biggest secret;
"['weekend', 'vibe', 'good', 'best', 'french', 'bite', 'pack', 'food', 'area', 'find', 'may']",best french;french food;,it be;vibe is;it is;best food;french food;you find;
"['much', 'place', 'fun']",so much;much fun;,place is;much fun;
['glad'],glad i;,i was;i did;
"['good', 'pizza', 'cozi', 'l', 'brooklyn', 'nice', 'place', 'right']",nice cozy;good pizza;,this is;nice place;cozy place;good pizza;
"['never', 'treat', 'rude']",never been;so rudely;,i treated;never treated;
"['back', 'soon']",back soon;,i be;
"['pere', 'pre', 'menu', 'theater', 'le', 'pinard', 'outstand']",pere pinard;pinard has;,pinard has;menu has;that is;
"['insid', 'get', 'start', 'excit', 'go']",,i started;
"['half', 'also', 'order', 'deliveri', 'forget', 'restaur']",also ordered;,i ordered;restaurant forgot;order forgot;
"['server', 'mayb', 'us', 'entir', 'meal', 'twice', 'check']",maybe twice;entire meal;,server checked;entire meal;
"['prais', 'good', 'howev', 'ju']",too good;not praise;,it is;not praise;it praise;
"['montparnass', 'return', 'good', 'mani', 'reason', 'often', 'time']",many times;good reason;,we been;many times;times montparnasse;good reason;
"['tast', 'bud', 'leav', 'affect', 'come', 'neg', 'scent', 'strong', 'right']",strong scents;negatively affected;,strong scents;scents affected;buds affected;
"['sandwich', 'lobster', 'fantast']",,we had;sandwich had;it was;
"['somewher', 'eat', 'happi']",,it 's;you eat;
"['review', 'write', 'rao', 'bad', 'understand']",bad review;n't understand;,you wrote;bad review;review wrote;it 's;you understand;n't understand;
"['yet', 'check', 'come', 'stall', 'bring', 'could', 'less', 'even', 'us', 'understand', 'hour']",stalling i;there less;n't even;even brought;,we been;i understand;they coming;we been;they brought;n't brought;check brought;
"['overal', 'give']",overall i;,i give;10 give;
"['roll', 'may', 'eat', 'soft', 'crab', 'price', 'though', 'pay', 'spider', 'challeng', 'well', 'hang', 'worth', 'shell', 'like', 'look']",soft shell;,roll look;soft shell;crab hanging;it is;you pay;
"['good', 'rare', 'still', 'fri', 'nyc', 'deep', 'find', 'skewer']",deep fried;fried skewers;still rare;,fried skewers;skewers are;
"['name', 'tri', 'make', 'reserv', 'host', 'time']",make reservations;n't have;,i tried;reservations make;hostess have;n't have;name have;
"['rice', 'also', 'differ', 'varieti', 'porridg', 'conge', 'recommend', 'dish']",also recommend;different varieties;,i recommend;dishes recommend;different varieties;
"['appet', 'tuna', 'tartar', 'die']",,appetizer is;
"['ever', 'restaur', 'one', 'best']",best restaurants;ever been;,this was;best restaurants;i been;
"['pretti', 'decent', 'restaur', 'use']",pretty decent;,restaurant used;
"['though', 'oasi', 'execut', 'cuisin', 'refin', 'reach', 'fine', 'fish', 'chef', 'passion', 'pinnacl', 'often', 'new', 'kitchen', 'somewhat', 'american', 'food', 'precis', 'soup', 'uneven', 'evid', 'dish']",somewhat uneven;often reaches;new american;american fine;precise execution;most evident;fish dishes;,oasis reaches;pinnacles reaches;new chef;american chef;fine chef;precise execution;
"['wine', 'delici', 'fare', 'french', 'love', 'artisan', 'chees']",delicious french;french fare;,you love;wine love;delicious fare;french fare;you love;
"['love', 'quit', 'indian', 'food', 'expert', 'consid']",indian food;,i love;indian food;food love;myself be;
"['get', 'pizza', 'babi', 'wish']",,pizzas get;wish get;
"['plenti', 'make', 'creation', 'choic']",own creation;,own creation;creation make;
"['eat', 'tini', 'felt', 'someon', 'room', 'live', 'like']",i felt;,it was;i felt;i eating;
['sit'],,i was;
"['overal', 'oh', 'though', 'worth', 'even', 'wait', 'deff', 'ya']",,ya is;it is;
"['incred', 'dessert', 'lava', 'cake', 'recommend']",lava cake;i recommend;,dessert was;i recommend;it recommend;
"['hope', 'pizza', 'vt', 'grow', 'babi']",pizzas hope;,vt is;what be;pizzas hope;they grow;
"['overal', 'manag', 'mention', 'servic', 'food', 'horribl', 'bland', 'terribl', 'experi', 'unaccommod']",terrible service;overall experience;,terrible service;not mention;unaccommodating managers;managers mention;overall experience;experience was;
"['realli', 'lahor', 'late', 'troubl', 'amount', 'great', 'get', 'night', 'dollar', 'need', 'cheap', 'food', 'duck', 'like', 'tasti', 'finish', 'four', 'place']",great place;really tasty;tasty food;likely have;have trouble;,lahore is;great place;late night;you need;tasty food;food need;you have;trouble have;amount finishing;you get;
"['last', 'kitchen', 'next', 'corridor', 'seat', 'go', 'tabl', 'time']",last time;time i;i went;,last time;i went;we seated;
"['afford', 'good', 'end', 'win', 'rang', 'high', 'select']",good selection;high end;,good selection;affordable from;high end;
"['overal', 'italian', 'classic', 'decor', 'upscal', 'restaur', 'nice']",nice restaurant;restaurant overall;classic upscale;upscale italian;italian decor;,nice restaurant;classic decor;upscale decor;italian decor;
"['food', 'impress']",not impressed;,not impressed;
"['wonder', 'entir', 'din', 'experi']",entire dining;,entire experience;experience was;
"['wine', 'wonder', 'bottl', 'glass', 'friend', 'make', 'reserv', 'town', 'select', 'go', 'alway', 'recommend']",always recommend;,selection is;i recommend;friends make;reservation make;they going;
"['minut', 'keep', 'appris', 'delay', 'refin', 'maitr', 'servic', 'apolog', 'highli', 'us', 'regularli', 'reserv', 'progress', 'seat', 'past']",highly refined;regularly kept;,service is;seating delayed;maitre apologized;us kept;
"['panang', 'order', 'fantast', 'duck']",,duck order;it 's;
"['wonder', 'vegat', 'good', 'though', 'raw', 'side', 'usual', 'food', 'ocasion', 'order', 'freshmess']",usually very;very good;ocasionally i;i wondered;raw vegatables;side orders;,food is;i wondered;raw vegatables;
"['great', 'individu', 'servic', 'two', 'crappi']",crappy service;,crappy service;it 's;
['ask'],,you ask;
"['wonder', 'notic', 'establish', 'form', 'deal', 'wait', 'line', 'one', 'particular', 'best']",best deals;particular establishment;,who had;best deals;deals had;we noticed;line noticed;particular establishment;
"['amazin', 'indian', 'authent', 'price']",authentic indian;amazin prices;,they have;authentic indian;indian have;
"['like', 'treat', 'royal']",,you treated;
"['quiet', 'small', 'nice', 'enough']",,
"['relax', 'stylish', 'ambianc']",ambiance- relaxed;,ambiance- relaxed;
"['last', 'bronx', 'month', 'jimmi', 'felt', 'never', 'cafe', 'unwelcom']",never felt;more unwelcome;last month;,i felt;never felt;last month;
"['luckili', 'bbq', 'duck', 'save', 'room', 'crispi', 'salmon', 'bass', 'sea']",saved room;crispy duck;,we saved;room saved;
"['crust', 'get', 'good', 'pizza', 'even', 'ye', 'fanci', 'make', 'unless', 'someon', 'ingredi', 'know', 'use', 'right']",fancy ingredients;even fancy;fancy ingredients;n't make;good pizza;,they use;fancy ingredients;ingredients use;fancy ingredients;ingredients make;n't make;good pizza;someone knows;crust right;
"['wall', 'realli', 'enter', 'one', 'hesit', 'outsid', 'hole', 'would', 'look']",,one hesitate;hole enter;that 's;it is;
"['dal', 'good', 'dam', 'ye', 'bukhara', 'kabab']",dal bukhara;so dam;dam good;so are;,bukhara is;dam good;
"['eat', 'forward', 'look']",i look;here again;,i look;
"['tast', 'come', 'child', 'back', 'alway']",always come;,i coming;
"['comfort', 'neighborhood', 'good', 'joint', 'price', 'fair', 'tuk', 'know', 'alway', 'meal', 'one']",comfortable neighborhood;always have;good meal;fair price;,tuk is;comfortable joints;you know;you have;good meal;meal have;fair price;
"['lizard', 'mussel', 'glass', 'leap', 'prosecco', 'everyth', 'happi']",leaping lizard;had everything;everything happy;,glass had;leaping lizard;everything had;happy everything;
"['averag', 'creme', 'char', 'sugar', 'caramel', 'smell', 'kerosen', 'food', 'brule', 'aw']",creme brulee;not caramelized;,food was;brulee was;sugar charred;not caramelized;
"['tast', 'food', 'promptli', 'alway', 'fresh', 'serv']",always tastes;,food tastes;
"['live', 'know', 'nearbi']",i live;,i know;i live;
"['delici', 'pizza']",here is;,pizza is;
"['entir', 'famili', 'horrifi']",entire family;,entire family;family was;
"['get', 'basi', 'togeth', 'night', 'friend', 'girl', 'monthli']",monthly basis;i get;,monthly basis;i get;girls have;
"['knot', 'great', 'pizza', 'well', 'quick', 'quit', 'garlic', 'often', 'super', 'deliveri', 'order', 'alway']",garlic knots;i order;quite often;always super;super quick;,knots are;i order;delivery is;
"['chines', 'sichuan', 'great', 'block', 'liang', 'grand', 'food', 'ye', 'away', 'nearbi', 'wu']",great chinese;chinese food;liang ye;grand sichuan;,great food;chinese food;you have;ye have;grand sichuan;
"['anyth', 'servic', 'murray', 'say']",says murray;is anything;,who says;murray is;
"['realli', 'trendi', 'food', 'import', 'part', 'forget', 'restaur', 'place']",really trendi;most important;important part;,place is;they forgotten;important part;
"['never', 'red', 'eye', 'disappoint']",never been;red eye;,i disappointed;never disappointed;red eye;
"['hat', 'chef']",,
"['do', 'away', 'room', 'back', 'custom']",back room;,this done;back room;
"['overal', 'heavi', 'teapot', 'thing', 'black', 'one', 'restaur', 'servic', 'could', 'seem', 'import', 'littl', 'antiqu', 'understand', 'experi', 'place', 'improv']",little things;antique-seeming teapot;,service improved;this is;that understands;importance understands;little things;heavy teapot;black teapot;seeming teapot;
"['glad', 'pay', 'luxuri', 'throw', 'custom']",paying customers;,you have;luxury have;customers paying;
"['delici', 'freez', 'pizza', 'instead', 'shred', 'mozzarella', 'cheap', 'pizzaria', 'chees', 'common', 'fresh', 'use']",fresh mozzarella;shredded cheese;cheese common;most pizzaria;,pizza is;they use;fresh mozzarella;mozzarella use;cheap cheese;frozen cheese;shredded cheese;common cheese;most pizzaria;
"['relax', 'citi', 'food', 'excel', 'york', 'new', 'one', 'place', 'best']",excellent place;new york;,excellent place;place is;food is;new york;
"['problem', 'get', 'walk', 'servic', 'never', 'tabl', 'friendli']",never had;,service is;never had;problem had;table getting;
"['type', 'vibe', 'crowd', 'great', 'bistro', 'atmospher']",great bistro-type;bistro-type vibe;,atmosphere was;it was;great vibe;bistro type;
['check'],,it check;
"['complet', 'first', 'unattent', 'waitress', 'tabl', 'odd', 'get', 'wrong', 'order', 'restaur', 'saw', 'time']",first off;completely unattentive;,waitress was;we saw;her(odd saw;order wrong;
['go'],n't go;,n't go;
"['oili', 'food', 'bland']",,food was;
[],,they do;
"['realli', 'afford', 'good', 'price', 'better', 'well', 'food', 'even']",even better;very affordable;really good;,what is;prices are;food is;
"['noth', 'varieti', 'fish', 'ordinari', 'fresh']",is nothing;,fish is;variety is;
"['decent', 'review', 'write', 'peopl', 'someoth', 'dont', 'ever', 'tri', 'pleas', 'know', 'place', 'look']",look i;i dont;ever been;decent place;please try;someother places;,i know;people been;who wrote;reviews wrote;decent place;places try;
"['loyalti', 'suan', 'challeng']",,suan challenged;loyalty challenged;
"['wine', 'pesto', 'good', 'bottl', 'pizza', 'hous', 'salad', 'favorit', 'meal']",favorite meal;pesto pizza;good bottle;,favorite meal;meal is;pesto pizza;good bottle;
"['kruno', 'yet', 'manag', 'come', 'across', 'beverag', 'bartend', 'best']",best bartender;,manager is;best bartender;i have;
"['funki', 'enjoy', 'music', 'ambianc']",,ambiance funky;which enjoy;i enjoy;
"['drink', 'among', 'citi', 'servic', 'clearli', 'food', 'best']",,food are;
"['late', 'reflesh', 'date', 'bite', 'food', 'afternoon', 'go', 'size']",i went;late afternoon;bite size;,i went;late afternoon;
"['realli', 'get', 'dollar', 'great', 'deal', 'four', 'consid', 'full']",really great;great deal;,it 's;great deal;we got;
"['ambianc', 'featur', 'authent', 'back', 'experi', 'maze', 'five', 'need', 'complic', 'understand', 'waiter', 'allur', 'captain', 'servic', 'area', 'star', 'folk', 'tast', 'come', 'food', 'sommlier', 'romant']",not come;alluring ambiance;complicated maze;authentic foods;,i understand;area understand;you come;not come;romantic ambiance;alluring ambiance;sommlier featuring;complicated maze;back waiters;you come;authentic foods;
"['afford', 'person', 'take', 'could', 'mommi', 'go']",,only person;who afford;me taking;
"['chanc', 'ny', 'friend', 'refer', 'vacat']",,friends were;
"['back', 'last', 'waitress', 'come', 'take', 'order', 'go', 'time']",last time;time i;i went;n't come;,last time;i went;waitress come;n't come;order taking;
"['tandoori', 'salmon', 'tri']",tandoori salmon;,tandoori salmon;salmon try;
"['hook', 'complet', 'place', 'ridicul']",completely hooked;,i hooked;it is;
"['eat', 'disappoint', 'atmospher', 'save', 'desk', 'experi']",very disappointing;disappointing experience;,atmosphere saves;it saves;it 's;disappointing experience;
"['find', 'servic', 'even', 'largest', 'smaller', 'grant', 'restaur', 'space', 'best']",best service;,space granted;it is;best service;you find;
"['get', 'good', 'recommend', 'friend', 'respons', 'alway', 'place']",always gets;good response;,place recommended;good response;response gets;
"['return', 'oasi', 'mani', 'mid', 'town', 'time']",many times;,we return;many times;mid -;
"['love', 'atmorpher', 'peep']",atmorphere @;@ peep;,i love;atmorphere love;
['enjoy'],,
[],,we were;n't were;
"['restaur', 'miss', 'one', 'favorit']",favorite restaurants;,this is;favorite restaurants;it is;not is;
"['la', 'door', 'connect', 'pacifico', 'swing', 'rosa', 'mexican', 'restaur']",swinging door;mexican restaurant;,la rosa;rosa connected;swinging door;mexican pacifico;
"['handl', 'could', 'better']",,it handled;
"['menu', 'item', 'attent', 'servic', 'mark', 'suggest', 'right']",,service was;suggestions was;
"['delici', 'lick', 'night', 'plate', 'three', 'everyth', 'could', 'cours', 'meal', 'would', 'clean']",other night;,other night;we had;meal had;everything was;i licked;plate licked;i of;
"['pleas', 'awar', 'cash', 'amex']",'s cash;,it 's;
"['smile', 'get', 'famou', 'carri', 'true', 'father', 'push', 'commun', 'outstand', 'ray', 'love', 'uncl', 'pizza', 'sal', 'even', 'rise', 'let', 'class', 'forget', 'legaci']",no-class famous;famous ray;true love;not forget;outstanding pizza;,famous ray;sal risen;legacies carry;true love;'s forget;not forget;outstanding pizza;pizza forget;
"['busi', 'cramp', 'rather', 'earli', 'close', 'restaur']",rather cramped;busy restaurant;,it 's;cramped restaurant;it closes;
"['lie', 'servic', 'gabriella', 'pathet', 'everyth', 'food', 'could', 'horribl', 'environ', 'romant']",,environment is;food is;service is;gabriella lies;she could;
"['boil', 'ton', 'mess', 'despit', 'well', 'quit', 'crawfish', 'make', 'tasti', 'fun']",quite tasty;as well;,we had;boiled had;mess making;it was;
"['expect', 'month', 'occas', 'make', 'reserv', 'advanc', 'high', 'special', 'coupl', 'place']",very high;high expectations;special occasion;,i had;high expectations;expectations had;reservation made;special occasion;
"['interior', 'soft', 'warm', 'fluffi', 'serv']",soft fluffy;,they served;soft interior;fluffy interior;interior had;
"['burn', 'stringi', 'come', 'beyond', 'tabl', 'recognit']",,what came;
"['noodl', 'sticki', 'thai', 'pad']",,i had;thai had;noodles were;
"['proper', 'actual', 'deliv', 'never', 'time']",so i;i 've;never actually;actually been;i 've;few times;,i been;never been;proper m;i had;it delivered;few times;times delivered;
"['th', 'avenu', 'among', 'offer', 'one', 'money', 'far', 'valu', 'new', 'restaur', 'best']",new 5th;5th avenue;best values;,new restaurants;5th restaurants;this offers;far one;best values;
"['mcd', 'lunch', 'comparison', 'mani', 'citi', 'compar', 'sandwich', 'versu', 'shop', 'frankli']",so many;many other;other sandwich;sandwich shops;,you compare;what have;you have;many shops;other shops;
"['offens', 'rude', 'point', 'host']",,hostess is;
"['roll', 'street', 'sake', 'haru', 'stand', 'great', 'outisd', 'across', 'bar', 'head', 'food', 'wait', 'hous', 'crave', 'build', 'especi']",great food;n't stand;sake bar;,you craving;great food;n't stand;wait outisde;outisde stand;
